2026-09-10 21:50:54,852 - nanochat.common - [32m[1mINFO[0m - Distributed world size: 1

                                                       █████                █████
                                                      ░░███                ░░███
     ████████    ██████   ████████    ██████   ██████  ░███████    ██████  ███████
    ░░███░░███  ░░░░░███ ░░███░░███  ███░░███ ███░░███ ░███░░███  ░░░░░███░░░███░
     ░███ ░███   ███████  ░███ ░███ ░███ ░███░███ ░░░  ░███ ░███   ███████  ░███
     ░███ ░███  ███░░███  ░███ ░███ ░███ ░███░███  ███ ░███ ░███  ███░░███  ░███ ███
     ████ █████░░████████ ████ █████░░██████ ░░██████  ████ █████░░███████  ░░█████
    ░░░░ ░░░░░  ░░░░░░░░ ░░░░ ░░░░░  ░░░░░░   ░░░░░░  ░░░░ ░░░░░  ░░░░░░░░   ░░░░░
    
Autodetected device type: cuda
GPU: NVIDIA GeForce RTX 3090 | Peak FLOPS (BF16): 7.10e+13
COMPUTE_DTYPE: torch.bfloat16 (auto-detected: CUDA SM 86 (bf16 supported))
✓ Using Flash Attention 3: efficient, new and awesome.
Vocab size: 32,768
Model config:
{
  "sequence_len": 2048,
  "vocab_size": 32768,
  "n_layer": 2,
  "n_head": 1,
  "n_kv_head": 1,
  "n_embd": 128,
  "window_pattern": "SSSL"
}
Parameter counts:
wte                     : 4,194,304
value_embeds            : 4,194,304
lm_head                 : 4,194,304
transformer_matrices    : 393,228
scalars                 : 30
total                   : 12,976,170
Estimated FLOPs per token: 3.145750e+07
Auto-computed optimal batch size: 131,072 tokens
Scaling LRs by 0.5000 for batch size 131,072 (reference: 524,288)
Scaling weight decay from 0.280000 to 3.360004 for depth 2
Scaling the LR for the AdamW parameters ∝1/√(128/768) = 2.449490

================================================================================
  WARNING: DATASET UPGRADE REQUIRED
================================================================================

  Could not find: /local/s4414268/nanochat/results/task2_models/vocab_32768/base_data_climbmix

  nanochat recently switched from FinewebEdu-100B to ClimbMix-400B.
  Everyone who does `git pull` as of March 4, 2026 is expected to see this message.
  To upgrade to the new ClimbMix-400B dataset, run these two commands:

    python -m nanochat.dataset -n 170     # download ~170 shards, enough for GPT-2, adjust as desired
    python -m scripts.tok_train           # re-train tokenizer on new ClimbMix data

  For now, falling back to your old FinewebEdu-100B dataset...
================================================================================

Calculated number of iterations from target data:param ratio: 420
Total number of training tokens: 55,050,240
Tokens : Scaling params ratio: 12.00
Total training FLOPs estimate: 1.731743e+15
Tokens / micro-batch / rank: 32 x 2048 = 65,536
Tokens / micro-batch: 65,536
Total batch size 131,072 => gradient accumulation steps: 2
Step 00000 | Validation bpb: 3.171925
step 00000/00420 (0.00%) | loss: 10.397244 | lrm: 0.03 | dt: 18147.06ms | tok/sec: 7,222 | bf16_mfu: 0.32 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00001/00420 (0.24%) | loss: 10.394967 | lrm: 0.05 | dt: 196.54ms | tok/sec: 666,913 | bf16_mfu: 29.55 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00002/00420 (0.48%) | loss: 10.390917 | lrm: 0.07 | dt: 172.26ms | tok/sec: 760,890 | bf16_mfu: 33.71 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00003/00420 (0.71%) | loss: 10.384417 | lrm: 0.10 | dt: 140.57ms | tok/sec: 932,450 | bf16_mfu: 41.31 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00004/00420 (0.95%) | loss: 10.374795 | lrm: 0.12 | dt: 196.38ms | tok/sec: 667,433 | bf16_mfu: 29.57 | epoch: 1 pq: 0 rg: 2 | total time: 0.00m
step 00005/00420 (1.19%) | loss: 10.360100 | lrm: 0.15 | dt: 181.26ms | tok/sec: 723,097 | bf16_mfu: 32.04 | epoch: 1 pq: 0 rg: 2 | total time: 0.00m
step 00006/00420 (1.43%) | loss: 10.338918 | lrm: 0.17 | dt: 172.21ms | tok/sec: 761,121 | bf16_mfu: 33.72 | epoch: 1 pq: 0 rg: 2 | total time: 0.00m
step 00007/00420 (1.67%) | loss: 10.308380 | lrm: 0.20 | dt: 160.83ms | tok/sec: 814,977 | bf16_mfu: 36.11 | epoch: 1 pq: 0 rg: 2 | total time: 0.00m
step 00008/00420 (1.90%) | loss: 10.263479 | lrm: 0.23 | dt: 180.40ms | tok/sec: 726,562 | bf16_mfu: 32.19 | epoch: 1 pq: 0 rg: 2 | total time: 0.00m
step 00009/00420 (2.14%) | loss: 10.195960 | lrm: 0.25 | dt: 196.13ms | tok/sec: 668,296 | bf16_mfu: 29.61 | epoch: 1 pq: 0 rg: 3 | total time: 0.00m
step 00010/00420 (2.38%) | loss: 10.106368 | lrm: 0.28 | dt: 182.00ms | tok/sec: 720,164 | bf16_mfu: 31.91 | epoch: 1 pq: 0 rg: 3 | total time: 0.00m
step 00032/00420 (7.62%) | loss: 7.222534 | lrm: 0.82 | dt: 185.75ms | tok/sec: 705,650 | bf16_mfu: 31.26 | epoch: 1 pq: 0 rg: 9 | total time: 0.07m | eta: 1.2m
step 00033/00420 (7.86%) | loss: 7.145220 | lrm: 0.85 | dt: 173.09ms | tok/sec: 757,246 | bf16_mfu: 33.55 | epoch: 1 pq: 0 rg: 9 | total time: 0.07m | eta: 1.2m
step 00034/00420 (8.10%) | loss: 7.072623 | lrm: 0.88 | dt: 155.03ms | tok/sec: 845,446 | bf16_mfu: 37.46 | epoch: 1 pq: 0 rg: 9 | total time: 0.08m | eta: 1.2m
step 00035/00420 (8.33%) | loss: 7.003346 | lrm: 0.90 | dt: 188.52ms | tok/sec: 695,258 | bf16_mfu: 30.80 | epoch: 1 pq: 0 rg: 9 | total time: 0.08m | eta: 1.2m
step 00036/00420 (8.57%) | loss: 6.942362 | lrm: 0.93 | dt: 230.08ms | tok/sec: 569,679 | bf16_mfu: 25.24 | epoch: 1 pq: 0 rg: 10 | total time: 0.08m | eta: 1.2m
step 00037/00420 (8.81%) | loss: 6.891624 | lrm: 0.95 | dt: 161.99ms | tok/sec: 809,131 | bf16_mfu: 35.85 | epoch: 1 pq: 0 rg: 10 | total time: 0.09m | eta: 1.2m
step 00038/00420 (9.05%) | loss: 6.829828 | lrm: 0.97 | dt: 196.60ms | tok/sec: 666,707 | bf16_mfu: 29.54 | epoch: 1 pq: 0 rg: 10 | total time: 0.09m | eta: 1.2m
step 00039/00420 (9.29%) | loss: 6.781894 | lrm: 1.00 | dt: 198.98ms | tok/sec: 658,735 | bf16_mfu: 29.19 | epoch: 1 pq: 0 rg: 11 | total time: 0.09m | eta: 1.2m
step 00040/00420 (9.52%) | loss: 6.735668 | lrm: 1.00 | dt: 189.70ms | tok/sec: 690,955 | bf16_mfu: 30.61 | epoch: 1 pq: 0 rg: 11 | total time: 0.10m | eta: 1.2m
step 00041/00420 (9.76%) | loss: 6.691203 | lrm: 1.00 | dt: 165.99ms | tok/sec: 789,658 | bf16_mfu: 34.99 | epoch: 1 pq: 0 rg: 11 | total time: 0.10m | eta: 1.2m
step 00042/00420 (10.00%) | loss: 6.644938 | lrm: 1.00 | dt: 182.55ms | tok/sec: 718,003 | bf16_mfu: 31.81 | epoch: 1 pq: 0 rg: 11 | total time: 0.10m | eta: 1.2m
step 00043/00420 (10.24%) | loss: 6.603703 | lrm: 1.00 | dt: 176.74ms | tok/sec: 741,616 | bf16_mfu: 32.86 | epoch: 1 pq: 0 rg: 12 | total time: 0.10m | eta: 1.2m
step 00044/00420 (10.48%) | loss: 6.572472 | lrm: 1.00 | dt: 184.45ms | tok/sec: 710,626 | bf16_mfu: 31.49 | epoch: 1 pq: 0 rg: 12 | total time: 0.11m | eta: 1.2m
step 00045/00420 (10.71%) | loss: 6.533286 | lrm: 1.00 | dt: 187.64ms | tok/sec: 698,535 | bf16_mfu: 30.95 | epoch: 1 pq: 0 rg: 12 | total time: 0.11m | eta: 1.2m
step 00046/00420 (10.95%) | loss: 6.504009 | lrm: 1.00 | dt: 160.79ms | tok/sec: 815,160 | bf16_mfu: 36.12 | epoch: 1 pq: 0 rg: 12 | total time: 0.11m | eta: 1.2m
step 00047/00420 (11.19%) | loss: 6.472284 | lrm: 1.00 | dt: 229.80ms | tok/sec: 570,365 | bf16_mfu: 25.27 | epoch: 1 pq: 0 rg: 13 | total time: 0.12m | eta: 1.2m
step 00048/00420 (11.43%) | loss: 6.444129 | lrm: 1.00 | dt: 163.54ms | tok/sec: 801,463 | bf16_mfu: 35.51 | epoch: 1 pq: 0 rg: 13 | total time: 0.12m | eta: 1.2m
step 00049/00420 (11.67%) | loss: 6.413645 | lrm: 1.00 | dt: 170.29ms | tok/sec: 769,688 | bf16_mfu: 34.10 | epoch: 1 pq: 0 rg: 13 | total time: 0.12m | eta: 1.2m
step 00050/00420 (11.90%) | loss: 6.393344 | lrm: 1.00 | dt: 259.76ms | tok/sec: 504,593 | bf16_mfu: 22.36 | epoch: 1 pq: 0 rg: 14 | total time: 0.13m | eta: 1.2m
step 00051/00420 (12.14%) | loss: 6.375635 | lrm: 1.00 | dt: 147.51ms | tok/sec: 888,563 | bf16_mfu: 39.37 | epoch: 1 pq: 0 rg: 14 | total time: 0.13m | eta: 1.2m
step 00052/00420 (12.38%) | loss: 6.348677 | lrm: 1.00 | dt: 186.96ms | tok/sec: 701,074 | bf16_mfu: 31.06 | epoch: 1 pq: 0 rg: 14 | total time: 0.13m | eta: 1.2m
step 00053/00420 (12.62%) | loss: 6.325306 | lrm: 1.00 | dt: 181.55ms | tok/sec: 721,957 | bf16_mfu: 31.99 | epoch: 1 pq: 0 rg: 14 | total time: 0.13m | eta: 1.2m
step 00054/00420 (12.86%) | loss: 6.298214 | lrm: 1.00 | dt: 198.30ms | tok/sec: 660,965 | bf16_mfu: 29.28 | epoch: 1 pq: 0 rg: 15 | total time: 0.14m | eta: 1.2m
step 00055/00420 (13.10%) | loss: 6.275828 | lrm: 1.00 | dt: 210.09ms | tok/sec: 623,874 | bf16_mfu: 27.64 | epoch: 1 pq: 0 rg: 15 | total time: 0.14m | eta: 1.2m
step 00056/00420 (13.33%) | loss: 6.257153 | lrm: 1.00 | dt: 196.59ms | tok/sec: 666,722 | bf16_mfu: 29.54 | epoch: 1 pq: 0 rg: 15 | total time: 0.15m | eta: 1.1m
step 00057/00420 (13.57%) | loss: 6.238435 | lrm: 1.00 | dt: 201.26ms | tok/sec: 651,248 | bf16_mfu: 28.85 | epoch: 1 pq: 0 rg: 15 | total time: 0.15m | eta: 1.1m
step 00058/00420 (13.81%) | loss: 6.215521 | lrm: 1.00 | dt: 209.12ms | tok/sec: 626,773 | bf16_mfu: 27.77 | epoch: 1 pq: 0 rg: 16 | total time: 0.15m | eta: 1.1m
step 00059/00420 (14.05%) | loss: 6.201434 | lrm: 1.00 | dt: 205.96ms | tok/sec: 636,398 | bf16_mfu: 28.20 | epoch: 1 pq: 0 rg: 16 | total time: 0.16m | eta: 1.1m
step 00060/00420 (14.29%) | loss: 6.180978 | lrm: 1.00 | dt: 210.31ms | tok/sec: 623,233 | bf16_mfu: 27.61 | epoch: 1 pq: 0 rg: 16 | total time: 0.16m | eta: 1.1m
step 00061/00420 (14.52%) | loss: 6.166286 | lrm: 1.00 | dt: 212.54ms | tok/sec: 616,681 | bf16_mfu: 27.32 | epoch: 1 pq: 0 rg: 16 | total time: 0.16m | eta: 1.1m
step 00062/00420 (14.76%) | loss: 6.142080 | lrm: 1.00 | dt: 248.97ms | tok/sec: 526,448 | bf16_mfu: 23.33 | epoch: 1 pq: 0 rg: 17 | total time: 0.17m | eta: 1.1m
step 00063/00420 (15.00%) | loss: 6.130105 | lrm: 1.00 | dt: 204.11ms | tok/sec: 642,160 | bf16_mfu: 28.45 | epoch: 1 pq: 0 rg: 17 | total time: 0.17m | eta: 1.1m
step 00064/00420 (15.24%) | loss: 6.116860 | lrm: 1.00 | dt: 201.49ms | tok/sec: 650,506 | bf16_mfu: 28.82 | epoch: 1 pq: 0 rg: 17 | total time: 0.17m | eta: 1.1m
step 00065/00420 (15.48%) | loss: 6.098789 | lrm: 1.00 | dt: 198.52ms | tok/sec: 660,257 | bf16_mfu: 29.25 | epoch: 1 pq: 0 rg: 18 | total time: 0.18m | eta: 1.1m
step 00066/00420 (15.71%) | loss: 6.088294 | lrm: 1.00 | dt: 197.46ms | tok/sec: 663,773 | bf16_mfu: 29.41 | epoch: 1 pq: 0 rg: 18 | total time: 0.18m | eta: 1.1m
step 00067/00420 (15.95%) | loss: 6.073098 | lrm: 1.00 | dt: 202.96ms | tok/sec: 645,792 | bf16_mfu: 28.61 | epoch: 1 pq: 0 rg: 18 | total time: 0.18m | eta: 1.1m
step 00068/00420 (16.19%) | loss: 6.057562 | lrm: 1.00 | dt: 196.61ms | tok/sec: 666,656 | bf16_mfu: 29.54 | epoch: 1 pq: 0 rg: 18 | total time: 0.19m | eta: 1.1m
step 00069/00420 (16.43%) | loss: 6.041434 | lrm: 1.00 | dt: 198.94ms | tok/sec: 658,863 | bf16_mfu: 29.19 | epoch: 1 pq: 0 rg: 19 | total time: 0.19m | eta: 1.1m
step 00070/00420 (16.67%) | loss: 6.026627 | lrm: 1.00 | dt: 206.66ms | tok/sec: 634,230 | bf16_mfu: 28.10 | epoch: 1 pq: 0 rg: 19 | total time: 0.19m | eta: 1.1m
step 00071/00420 (16.90%) | loss: 6.015017 | lrm: 1.00 | dt: 202.48ms | tok/sec: 647,336 | bf16_mfu: 28.68 | epoch: 1 pq: 0 rg: 19 | total time: 0.20m | eta: 1.1m
step 00072/00420 (17.14%) | loss: 6.007071 | lrm: 1.00 | dt: 196.97ms | tok/sec: 665,454 | bf16_mfu: 29.48 | epoch: 1 pq: 0 rg: 19 | total time: 0.20m | eta: 1.1m
step 00073/00420 (17.38%) | loss: 5.987669 | lrm: 1.00 | dt: 214.93ms | tok/sec: 609,825 | bf16_mfu: 27.02 | epoch: 1 pq: 0 rg: 20 | total time: 0.20m | eta: 1.1m
step 00074/00420 (17.62%) | loss: 5.968430 | lrm: 1.00 | dt: 197.16ms | tok/sec: 664,791 | bf16_mfu: 29.45 | epoch: 1 pq: 0 rg: 20 | total time: 0.21m | eta: 1.1m
step 00075/00420 (17.86%) | loss: 5.958899 | lrm: 1.00 | dt: 203.44ms | tok/sec: 644,279 | bf16_mfu: 28.55 | epoch: 1 pq: 0 rg: 20 | total time: 0.21m | eta: 1.1m
step 00076/00420 (18.10%) | loss: 5.950950 | lrm: 1.00 | dt: 204.00ms | tok/sec: 642,497 | bf16_mfu: 28.47 | epoch: 1 pq: 0 rg: 20 | total time: 0.21m | eta: 1.1m
step 00077/00420 (18.33%) | loss: 5.936834 | lrm: 1.00 | dt: 199.75ms | tok/sec: 656,188 | bf16_mfu: 29.07 | epoch: 1 pq: 0 rg: 21 | total time: 0.22m | eta: 1.1m
step 00078/00420 (18.57%) | loss: 5.922329 | lrm: 1.00 | dt: 198.04ms | tok/sec: 661,852 | bf16_mfu: 29.32 | epoch: 1 pq: 0 rg: 21 | total time: 0.22m | eta: 1.1m
step 00079/00420 (18.81%) | loss: 5.917272 | lrm: 1.00 | dt: 211.03ms | tok/sec: 621,115 | bf16_mfu: 27.52 | epoch: 1 pq: 0 rg: 21 | total time: 0.22m | eta: 1.1m
step 00080/00420 (19.05%) | loss: 5.905256 | lrm: 1.00 | dt: 204.27ms | tok/sec: 641,670 | bf16_mfu: 28.43 | epoch: 1 pq: 0 rg: 22 | total time: 0.23m | eta: 1.1m
step 00081/00420 (19.29%) | loss: 5.890548 | lrm: 1.00 | dt: 211.93ms | tok/sec: 618,465 | bf16_mfu: 27.40 | epoch: 1 pq: 0 rg: 22 | total time: 0.23m | eta: 1.1m
step 00082/00420 (19.52%) | loss: 5.872074 | lrm: 1.00 | dt: 203.65ms | tok/sec: 643,621 | bf16_mfu: 28.52 | epoch: 1 pq: 0 rg: 22 | total time: 0.23m | eta: 1.1m
step 00083/00420 (19.76%) | loss: 5.863685 | lrm: 1.00 | dt: 203.51ms | tok/sec: 644,049 | bf16_mfu: 28.54 | epoch: 1 pq: 0 rg: 22 | total time: 0.24m | eta: 1.1m
step 00084/00420 (20.00%) | loss: 5.846870 | lrm: 1.00 | dt: 214.15ms | tok/sec: 612,062 | bf16_mfu: 27.12 | epoch: 1 pq: 0 rg: 23 | total time: 0.24m | eta: 1.1m
step 00085/00420 (20.24%) | loss: 5.829891 | lrm: 1.00 | dt: 234.11ms | tok/sec: 559,883 | bf16_mfu: 24.81 | epoch: 1 pq: 0 rg: 23 | total time: 0.24m | eta: 1.1m
step 00086/00420 (20.48%) | loss: 5.817704 | lrm: 1.00 | dt: 205.54ms | tok/sec: 637,687 | bf16_mfu: 28.25 | epoch: 1 pq: 0 rg: 23 | total time: 0.25m | eta: 1.1m
step 00087/00420 (20.71%) | loss: 5.801632 | lrm: 1.00 | dt: 201.01ms | tok/sec: 652,074 | bf16_mfu: 28.89 | epoch: 1 pq: 0 rg: 23 | total time: 0.25m | eta: 1.1m
step 00088/00420 (20.95%) | loss: 5.785848 | lrm: 1.00 | dt: 216.78ms | tok/sec: 604,631 | bf16_mfu: 26.79 | epoch: 1 pq: 0 rg: 24 | total time: 0.26m | eta: 1.1m
step 00089/00420 (21.19%) | loss: 5.772848 | lrm: 1.00 | dt: 204.59ms | tok/sec: 640,642 | bf16_mfu: 28.38 | epoch: 1 pq: 0 rg: 24 | total time: 0.26m | eta: 1.1m
step 00090/00420 (21.43%) | loss: 5.766354 | lrm: 1.00 | dt: 208.33ms | tok/sec: 629,149 | bf16_mfu: 27.88 | epoch: 1 pq: 0 rg: 24 | total time: 0.26m | eta: 1.1m
step 00091/00420 (21.67%) | loss: 5.754874 | lrm: 1.00 | dt: 213.29ms | tok/sec: 614,537 | bf16_mfu: 27.23 | epoch: 1 pq: 0 rg: 24 | total time: 0.27m | eta: 1.1m
step 00092/00420 (21.90%) | loss: 5.740221 | lrm: 1.00 | dt: 213.44ms | tok/sec: 614,097 | bf16_mfu: 27.21 | epoch: 1 pq: 0 rg: 25 | total time: 0.27m | eta: 1.1m
step 00093/00420 (22.14%) | loss: 5.724356 | lrm: 1.00 | dt: 236.49ms | tok/sec: 554,247 | bf16_mfu: 24.56 | epoch: 1 pq: 0 rg: 25 | total time: 0.27m | eta: 1.1m
step 00094/00420 (22.38%) | loss: 5.711322 | lrm: 1.00 | dt: 206.30ms | tok/sec: 635,353 | bf16_mfu: 28.15 | epoch: 1 pq: 0 rg: 25 | total time: 0.28m | eta: 1.1m
